index,genus
3612,CLOSTRIDIALES_VADINBB60_GROUP_GENUS
3616,TEPIDIMONAS
3617,CLOSTRIDIALES_GENUS
3619,VEILLONELLA
3620,DEHALOCOCCOIDES
3622,SALINISPHAERA
3623,PARAPREVOTELLA
3624,SPHINGOMICROBIUM
3625,LACHNOSPIRACEAE_GENUS
3627,DRACONIBACTERIUM
3629,ANAEROBACTERIUM
3630,NEISSERIACEAE_GENUS
3631,BREVIBACILLUS
3632,ACIDITERRIMONAS
3633,HYMENOBACTER
3634,METHANOSPIRILLUM
3635,METHANOGENIUM
3636,METHYLOBACTER
3637,STREPTOCOCCUS
3638,HYDROGENOANAEROBACTERIUM
3640,HALISCOMENOBACTER
3643,LATESCIBACTERIA_GENUS
3646,ACIDITERRIMONAS
3647,HOLOPHAGALES_GENUS
3648,GAMMAPROTEOBACTERIA_GENUS
3649,HALIANGIUM
3650,ECTOTHIORHODOSPIRACEAE_GENUS
3652,CHONDROMYCES
3653,GEMMATIMONAS
3654,RUMINOCOCCACEAE_GENUS
3655,FIRMICUTES_GENUS
3656,CLOSTRIDIALES_GENUS
3657,SERRATIA
3660,MUCILAGINIBACTER
3661,RUMINOCOCCACEAE_GENUS
3662,CHRISTENSENELLACEAE_R-7_GROUP
3663,BARNESIELLA
3664,BARNESIELLA
3665,LEGIONELLA
3666,DESULFATITALEA
3667,LEGIONELLA
3668,BACTEROIDALES_GENUS
3670,NOVOSPHINGOBIUM
3671,GORDONIA
3672,DESULFOVIBRIO
3673,ANAEROTRUNCUS
3675,DEHALOGENIMONAS
3676,DESULFOBULBUS
3680,SPIROCHAETA
3683,DESULFOVIBRIO
3685,MARIVIRGA
3688,LACHNOSPIRACEAE_GENUS
3689,MOGIBACTERIUM
3690,CHRISTENSENELLACEAE_R-7_GROUP
3693,RIKENELLACEAE_RC9_GUT_GROUP
3695,BACILLUS
3696,PSYCHROBACTER
3699,DEMEQUINA
3700,LEWINELLA
3702,PALUDIBACTER
3703,CLOSTRIDIALES_GENUS
3704,CLOSTRIDIALES_GENUS
3705,CLOSTRIDIALES_GENUS
3706,GEMMATIMONAS
3707,LEWINELLA
3710,GAMMAPROTEOBACTERIA_GENUS
3712,PEPTOCOCCUS
3713,PORPHYROMONAS
3714,SOLIBACTERACEAE_GENUS
3715,MURDOCHIELLA
3718,PORPHYROMONAS
3719,NOCARDIOIDES
3721,GEMMOBACTER
3722,ADVENELLA
3723,DESULFOVIBRIO
3725,PYRINOMONAS
3726,THAUERA
3728,DESULFOTOMACULUM
3731,CLOSTRIDIUM
3732,ANAEROVIBRIO
3733,CHLOROFLEXI_TK10_GENUS
3734,ACIDOBACTERIALES_GENUS
3735,CLOSTRIDIA_GENUS
3736,RUBRICOCCUS
3737,ACIDOCELLA
3739,ACIDOCELLA
3740,ACHOLEPLASMA
3741,CHRISTENSENELLACEAE_R-7_GROUP
3742,LACHNOCLOSTRIDIUM
3743,[EUBACTERIUM]_VENTRIOSUM_GROUP
3745,ANAEROCELLA
3746,CHRISTENSENELLACEAE_R-7_GROUP
3747,CORYNEBACTERIUM
3749,LACHNOSPIRACEAE_GENUS
3750,ACIDIPHILIUM
3751,CORYNEBACTERIUM
3752,CORYNEBACTERIUM
3753,CHRISTENSENELLACEAE_R-7_GROUP
3755,ACHOLEPLASMA
3756,DYSGONOMONAS
3757,SEDIMENTIBACTER
3759,ARENIMONAS
3760,LACHNOSPIRACEAE_GENUS
3761,LACHNOSPIRACEAE_GENUS
3763,BARNESIELLA
3764,DESULFATITALEA
3765,NESTERENKONIA
3766,SPHINGOBACTERIUM
3767,CHRISTENSENELLA
3768,GEMMATIMONADETES_GENUS
3769,ALLOBACILLUS
3770,GEMMATIMONADETES_GENUS
3772,SMITHELLA
3773,LACHNOSPIRACEAE_FCS020_GROUP
3774,LACHNOSPIRACEAE_GENUS
3776,RUMINOCOCCUS
3777,SOLOBACTERIUM
3778,CAMPYLOBACTER
3779,CERASICOCCUS
3782,RUMINOCOCCACEAE_GENUS
3783,[EUBACTERIUM]_HALLII_GROUP
3784,LACHNOSPIRACEAE_GENUS
3788,[EUBACTERIUM]_XYLANOPHILUM_GROUP
3789,ANAEROCELLA
3790,SOLOBACTERIUM
3792,VERRUCOMICROBIA_WCHB1-41_GENUS
3793,ANAEROCELLA
3794,CHRISTENSENELLACEAE_R-7_GROUP
3796,CESIRIBACTER
3797,PSEUDOLABRYS
3799,ANAEROCELLA
3800,LACHNOSPIRACEAE_NK3A20_GROUP
3802,ANEURINIBACILLUS
3803,ANAEROCELLA
3805,ANAEROCELLA
3806,ORNITHINIMICROBIUM
3807,RUMINOCOCCUS
3808,CHRISTENSENELLACEAE_R-7_GROUP
3809,RUMINOCOCCUS
3810,LACHNOCLOSTRIDIUM
3811,DEVOSIA
3812,FIBROBACTER
3813,RUMINOCOCCACEAE_GENUS
3814,VERRUCOMICROBIA_WCHB1-41_GENUS
3815,PREVOTELLA
3817,ANAEROVORAX
3818,ARCOBACTER
3819,RUMINOCOCCUS
3820,DEMEQUINA
3822,SANDARACINUS
3824,DESULFOMONILE
3825,PAENIBACILLUS
3826,SYNTROPHORHABDACEAE_GENUS
3828,BLASTOCATELLA
3829,RHIZOMICROBIUM
3831,[EUBACTERIUM]_HALLII_GROUP
3832,CATENISPHAERA
3833,CALDITHRIX
3834,DYSGONOMONAS
3835,FLAVOBACTERIUM
3836,GALLIBACTERIUM
3837,[EUBACTERIUM]_RUMINANTIUM_GROUP
3839,LABRENZIA
3840,BIFIDOBACTERIUM
3841,BIFIDOBACTERIUM
3842,FIRMICUTES_GENUS
3844,GAIELLA
3845,RHIZOBIUM
3846,CHRISTENSENELLA
3847,THERMOSPOROTHRIX
3848,FERVIDICELLA
3849,CHLOROFLEXI_TK10_GENUS
3850,CLOSTRIDIALES_VADINBB60_GROUP_GENUS
3851,ALISTIPES
3852,PEPTOCOCCUS
3853,BDELLOVIBRIO
3854,CORYNEBACTERIUM
3855,MEGAIRA
3856,BDELLOVIBRIO
3857,LACHNOSPIRACEAE_GENUS
3858,BDELLOVIBRIO
3859,CLOSTRIDIA_MBA03_GENUS
3861,ANOXYBACILLUS
3862,CORYNEBACTERIUM
3863,LACHNOSPIRACEAE_UCG-008
3864,LACHNOSPIRACEAE_GENUS
3865,RUMINICLOSTRIDIUM
3866,RUMINOCOCCACEAE_GENUS
3868,BDELLOVIBRIO
3871,LACHNOSPIRACEAE_UCG-008
3874,LACHNOSPIRACEAE_GENUS
3875,RUMINOCOCCACEAE_GENUS
3877,LACHNOSPIRACEAE_GENUS
3878,LACHNOSPIRACEAE_GENUS
3879,LACHNOSPIRACEAE_GENUS
3880,LACHNOSPIRACEAE_GENUS
3881,LACHNOSPIRACEAE_GENUS
3882,SPOROBACTER
3883,CORYNEBACTERIUM
3884,SPOROBACTER
3887,RUMINOCOCCACEAE_GENUS
3890,PREVOTELLA
3891,LACHNOSPIRACEAE_GENUS
3892,ACETITOMACULUM
3893,LACHNOSPIRACEAE_UCG-004
3894,LACHNOSPIRACEAE_GENUS
3895,PREVOTELLA
3897,CORYNEBACTERIUM
3898,BRASSICIBACTER
3900,SPOROBACTER
3901,RUMINOCOCCACEAE_GENUS
3902,PALUDIBACTER
3903,RUMINOCOCCACEAE_GENUS
3904,INSOLITISPIRILLUM
3906,RUMINOCOCCACEAE_GENUS
3908,BARNESIELLA
3909,CHRISTENSENELLACEAE_R-7_GROUP
3912,VERRUCOMICROBIA_WCHB1-41_GENUS
3913,ANTARCTICIMONAS
3916,RUMINOCOCCACEAE_GENUS
3918,RUMINOCOCCACEAE_GENUS
3919,RUMINOCOCCACEAE_GENUS
3920,RUMINOCOCCACEAE_GENUS
3924,RIKENELLACEAE_RC9_GUT_GROUP
3926,LACHNOSPIRACEAE_GENUS
3930,PROLIXIBACTER
3931,PREVOTELLA
3932,[EUBACTERIUM]_HALLII_GROUP
3933,BDELLOVIBRIO
3935,LACHNOSPIRACEAE_GENUS
3936,SOLOBACTERIUM
3937,RUMINOCOCCACEAE_GENUS
3938,BARNESIELLA
3939,RUMINOCOCCACEAE_GENUS
3940,DELTAPROTEOBACTERIA_GENUS
3941,ANAEROSPOROBACTER
3943,BREVUNDIMONAS
3946,RUMINOCOCCACEAE_GENUS
3947,ANAEROCELLA
3948,CHRISTENSENELLACEAE_R-7_GROUP
3951,RUMINOCOCCACEAE_GENUS
3952,SPOROBACTER
3954,ACETOANAEROBIUM
3955,SOLOBACTERIUM
3956,CALDITHRIX
3957,RUMINOCOCCACEAE_GENUS
3961,MOGIBACTERIUM
3962,CHRISTENSENELLACEAE_R-7_GROUP
3963,RUMINOCOCCACEAE_GENUS
3964,RUMINOCOCCACEAE_GENUS
3966,CORYNEBACTERIUM
3967,RUMINOCOCCACEAE_GENUS
3968,RUMINOCOCCUS
3969,ANAEROSTIPES
3970,TREPONEMA
3971,ANAEROCELLA
3972,RUMINOCOCCACEAE_GENUS
3973,RUMINOCOCCACEAE_GENUS
3974,GASTRANAEROPHILALES_GENUS
3975,CLOSTRIDIALES_GENUS
3976,CORYNEBACTERIUM
3978,CORYNEBACTERIUM
3979,SPHINGOBACTERIUM
3981,FLAVOBACTERIUM
3982,CORYNEBACTERIUM
3983,RUMINOCOCCACEAE_GENUS
3984,CHRISTENSENELLACEAE_R-7_GROUP
3986,RUMINOCOCCACEAE_GENUS
3987,RUMINOCOCCACEAE_GENUS
3988,ANAEROCOCCUS
3989,BDELLOVIBRIO
3990,RUMINOCOCCACEAE_GENUS
3991,[EUBACTERIUM]_YURII_GROUP
3993,ORNITHINIMICROBIUM
3994,CALDITHRIX
3995,RUMINOCOCCACEAE_GENUS
3996,RUMINOCOCCACEAE_GENUS
3997,PHOCAEICOLA
3998,RUMINOCOCCACEAE_GENUS
3999,LACHNOSPIRACEAE_UCG-008
4000,RUMINOCOCCACEAE_GENUS
4001,CHRISTENSENELLACEAE_R-7_GROUP
4004,RUMINOCOCCACEAE_GENUS
4006,RUMINOCOCCACEAE_GENUS
4008,RUMINOCOCCACEAE_GENUS
4009,PHOCAEICOLA
4012,RUMINOCOCCACEAE_GENUS
4013,RUMINOCOCCACEAE_GENUS
4015,VICTIVALLIS
4016,RUMINOCOCCACEAE_GENUS
4017,LACHNOSPIRACEAE_GENUS
4018,ENTEROCOCCUS
4021,CHRISTENSENELLACEAE_R-7_GROUP
4024,RUMINICLOSTRIDIUM
4025,CHRISTENSENELLACEAE_R-7_GROUP
4026,[EUBACTERIUM]_SAPHENUM_GROUP
4027,CORYNEBACTERIUM
4029,BREVUNDIMONAS
4031,RUMINOCOCCACEAE_GENUS
4033,RUMINOCOCCACEAE_GENUS
4034,RUMINOCOCCACEAE_GENUS
4035,RUMINOCOCCACEAE_GENUS
4039,RUMINOCOCCACEAE_GENUS
4040,RUMINOCOCCACEAE_GENUS
4041,RUMINOCOCCACEAE_GENUS
4042,CHRISTENSENELLACEAE_R-7_GROUP
4043,RIKENELLACEAE_RC9_GUT_GROUP
4044,LACHNOSPIRACEAE_GENUS
4045,PREVOTELLA
4047,GASTRANAEROPHILALES_GENUS
4049,RUMINOCOCCACEAE_GENUS
4050,ANAEROCOCCUS
4052,BRASSICIBACTER
4053,CHRISTENSENELLACEAE_R-7_GROUP
4054,BACTEROIDETES_VADINHA17_GENUS
4055,CHRISTENSENELLACEAE_R-7_GROUP
4056,CHRISTENSENELLACEAE_R-7_GROUP
4057,SPOROBACTER
4058,RUMINOCOCCACEAE_GENUS
4059,CLOSTRIDIALES_GENUS
4062,PREVOTELLA
4063,CHRISTENSENELLACEAE_R-7_GROUP
4064,BREVUNDIMONAS
4065,BDELLOVIBRIO
4066,LACHNOSPIRACEAE_NC2004_GROUP
4067,CHRISTENSENELLACEAE_R-7_GROUP
4068,CHRISTENSENELLACEAE_R-7_GROUP
4069,RUMINOCOCCACEAE_GENUS
4070,DELTAPROTEOBACTERIA_GENUS
4071,CHRISTENSENELLACEAE_R-7_GROUP
4072,RUMINOCOCCACEAE_GENUS
4073,PREVOTELLA
4074,CLOSTRIDIALES_GENUS
4076,CHRISTENSENELLACEAE_R-7_GROUP
4077,RUMINOCOCCACEAE_GENUS
4078,OLIGELLA
4079,LACHNOSPIRACEAE_GENUS
4080,FAMILY_XII_GENUS
4081,CHRISTENSENELLACEAE_R-7_GROUP
4083,RUMINOCOCCACEAE_GENUS
4084,CHRISTENSENELLACEAE_R-7_GROUP
4085,VICTIVALLIS
4087,PASTEURELLA
4088,RUMINOCOCCACEAE_GENUS
4090,CHRISTENSENELLACEAE_R-7_GROUP
4091,LACHNOSPIRACEAE_GENUS
4092,CORYNEBACTERIUM
4093,[RUMINOCOCCUS]_GNAVUS_GROUP
4094,BACTEROIDES
4095,RUMINOCOCCACEAE_GENUS
4097,MEGAMONAS
4102,ANTARCTOBACTER
4103,CLOSTRIDIALES_GENUS
4104,LACHNOSPIRACEAE_NK4A136_GROUP
4106,SPOROBACTER
4107,BARNESIELLA
4108,RUMINICLOSTRIDIUM
4109,RUMINOCOCCACEAE_GENUS
4110,RUMINOCOCCACEAE_GENUS
4111,RUMINOCOCCACEAE_GENUS
4114,LACHNOSPIRACEAE_AC2044_GROUP
4115,PALUDIBACTER
4116,ANAEROSTIPES
4118,RUMINOCOCCACEAE_GENUS
4119,[EUBACTERIUM]_HALLII_GROUP
4120,SPOROBACTER
4121,VICTIVALLIS
4122,RUMINOCOCCACEAE_GENUS
4123,RIKENELLACEAE_RC9_GUT_GROUP
4127,PARABACTEROIDES
4128,RUMINOCOCCACEAE_GENUS
4133,AESTUARIISPIRA
4134,AQUABACTERIUM
4135,AQUABACTERIUM
4137,PEPTOCOCCUS
4138,CAMELIMONAS
4139,PREVOTELLA
4140,SPOROBACTER
4142,FAECALITALEA
4144,CHRISTENSENELLACEAE_R-7_GROUP
4145,SPOROBACTER
4146,RUMINOCOCCACEAE_GENUS
4147,ARENIMONAS
4148,LACHNOSPIRACEAE_AC2044_GROUP
4149,CHRISTENSENELLACEAE_R-7_GROUP
4151,BACTEROIDETES_VADINHA17_GENUS
4152,FIBROBACTER
4153,CORYNEBACTERIUM
4154,FIRMICUTES_GENUS
4155,CHRISTENSENELLACEAE_R-7_GROUP
4157,RUMINOCOCCACEAE_GENUS
4158,RUMINICLOSTRIDIUM
4159,COHNELLA
4160,ACETOBACTER
4161,ACIDIPILA
4162,CHRISTENSENELLACEAE_R-7_GROUP
4163,OSCILLIBACTER
4164,BACTEROIDETES_BD2-2_GENUS
4165,HOLDEMANIA
4166,HOLDEMANIA
4167,RUMINICLOSTRIDIUM
4168,CHRISTENSENELLACEAE_R-7_GROUP
4172,GASTRANAEROPHILALES_GENUS
4174,ANAEROTRUNCUS
4176,RUMINOCOCCACEAE_GENUS
4177,LACHNOSPIRACEAE_AC2044_GROUP
4178,ANAEROVORAX
4179,AQUABACTERIUM
4180,RIKENELLACEAE_RC9_GUT_GROUP
4181,INSOLITISPIRILLUM
4183,PREVOTELLA
4184,ANAEROCOCCUS
4186,RUMINOCOCCACEAE_GENUS
4187,BACTEROIDETES_VADINHA17_GENUS
4188,RIKENELLACEAE_RC9_GUT_GROUP
4189,RIKENELLACEAE_RC9_GUT_GROUP
4191,RIKENELLACEAE_RC9_GUT_GROUP
4193,PREVOTELLA
4194,PHOCAEICOLA
4195,CHRISTENSENELLACEAE_R-7_GROUP
4196,PROLIXIBACTER
4197,ANAEROCOCCUS
4198,RUMINOCOCCACEAE_GENUS
4200,CHRISTENSENELLACEAE_R-7_GROUP
4201,LACHNOSPIRACEAE_GENUS
4202,LACHNOSPIRACEAE_UCG-002
4204,LACHNOSPIRACEAE_AC2044_GROUP
4205,CHRISTENSENELLACEAE_R-7_GROUP
4208,[RUMINOCOCCUS]_TORQUES_GROUP
4209,RUMINOCOCCACEAE_GENUS
4210,ANAEROCOCCUS
4211,PROLIXIBACTER
4213,FAECALITALEA
4214,PARASEGETIBACTER
4215,RUMINOCOCCACEAE_GENUS
4216,CHRISTENSENELLACEAE_R-7_GROUP
4217,PALUDIBACULUM
4218,PALUDIBACTER
4219,LACHNOSPIRACEAE_NK3A20_GROUP
4223,RUMINOCOCCACEAE_GENUS
4227,PROLIXIBACTERACEAE_GENUS
4229,HELCOCOCCUS
4230,MURIMONAS
4231,CATENISPHAERA
4234,ACIDOCELLA
4236,DEHALOGENIMONAS
4237,ENHYGROMYXA
4238,POLYCLADOMYCES
4239,ENTEROBACTER
4240,DESULFATITALEA
4241,ACIDISPHAERA
4242,ELUSIMICROBIALES_GENUS
4243,SEDIMENTIBACTER
4244,CHLOROBIALES_OPB56_GENUS
4246,LACHNOSPIRACEAE_NK4A136_GROUP
4247,LACHNOSPIRACEAE_GENUS
4249,LACHNOSPIRACEAE_GENUS
4252,BDELLOVIBRIO
4253,BDELLOVIBRIO
4254,LACHNOSPIRACEAE_XPB1014_GROUP
4256,FAECALITALEA
4258,LACHNOSPIRACEAE_UCG-008
4259,RUMINICLOSTRIDIUM
4260,OSCILLIBACTER
4261,RUMINOCOCCACEAE_GENUS
4262,AQUASPIRILLUM
4264,LACHNOSPIRACEAE_UCG-005
4265,LACHNOSPIRACEAE_NK4A136_GROUP
4267,LACHNOSPIRACEAE_GENUS
4270,LACHNOSPIRACEAE_NK4A136_GROUP
4271,LIMNOCHORDACEAE_GENUS
4272,MOBILUNCUS
4273,LACHNOSPIRACEAE_GENUS
4274,BDELLOVIBRIO
4275,COXIELLA
4276,BDELLOVIBRIO
4277,CHRISTENSENELLACEAE_R-7_GROUP
4279,LACHNOSPIRACEAE_GENUS
4280,ANAEROCOCCUS
4281,TREPONEMA
4283,LACTICIGENIUM
4284,FLAVOBACTERIUM
4285,PEPTONIPHILUS
4286,PEPTONIPHILUS
4287,CHRISTENSENELLACEAE_R-7_GROUP
4288,LACHNOSPIRACEAE_UCG-004
4290,CHRISTENSENELLACEAE_R-7_GROUP
4291,BARNESIELLA
4292,RUMINICLOSTRIDIUM
4294,DESULFOCOCCUS
4295,SYNTROPHOBACTER
4297,MARINOBACTER
4298,SACCHAROFERMENTANS
4299,KINEOSPORIA
4301,HALOMONAS
4303,NIABELLA
4304,CURTOBACTERIUM
4306,MARINOMONAS
4307,TREPONEMA
4308,OCEANOBACILLUS
4309,THERMOMICROBIA_JG30-KF-CM45_GENUS
4310,PORPHYROMONAS
4311,BLASTOCATELLA
4312,SLACKIA
4313,DIALISTER
4314,HALIANGIUM
4315,PSEUDOMONAS
4316,BDELLOVIBRIO
4317,BDELLOVIBRIO
4318,RUMINICLOSTRIDIUM
4319,ENTEROCOCCUS
4320,CALORAMATOR
4321,CHRISTENSENELLACEAE_R-7_GROUP
4322,ROSEICYCLUS
4323,CETIA
4325,LACHNOSPIRACEAE_GENUS
4326,DESULFATIBACILLUM
4327,AMINIVIBRIO
4332,FODINICURVATA
4334,BARNESIELLA
4335,PALUDIBACULUM
4337,ODORIBACTER
4338,HALIANGIUM
4340,ENTEROBACTER
4341,OCEANIRHABDUS
4343,SCHLEGELELLA
4345,MUCILAGINIBACTER
4346,HALIANGIUM
4347,ACIDOCELLA
4349,GEMMATIMONADETES_GENUS
4350,ALICYCLOBACILLUS
4351,PARACOCCUS
4352,BLASTOCATELLA
4353,PHOCAEICOLA
4354,SULFUROVUM
4355,ACTINOBACTERIA_GENUS
4356,AUREIMONAS
4357,LEGIONELLA
4358,DESULFOHALOBIUM
4360,CLOSTRIDIA_GENUS
4361,FIRMICUTES_GENUS
4362,ALLOPREVOTELLA
4363,RHODOCOCCUS
4364,TISSIERELLA
4365,CALORAMATOR
4366,BREVUNDIMONAS
4368,MUCILAGINIBACTER
4370,HOLOPHAGAE_GENUS
4372,INSOLITISPIRILLUM
4373,DIPLORICKETTSIA
4374,GRACILIMONAS
4375,ARTHROBACTER
4376,RIKENELLA
4377,CHRISTENSENELLACEAE_R-7_GROUP
4378,SOLOBACTERIUM
4379,MOGIBACTERIUM
4380,LACHNOCLOSTRIDIUM
4381,LACHNOSPIRACEAE_GENUS
4382,ACETITOMACULUM
4383,[EUBACTERIUM]_SAPHENUM_GROUP
4384,RUMINOCOCCACEAE_GENUS
4385,LACHNOCLOSTRIDIUM
4386,FAECALITALEA
4387,RUMINOCOCCACEAE_GENUS
4390,RUMINICLOSTRIDIUM
4391,BARNESIELLA
4392,ROSEIFLEXUS
4395,CHRISTENSENELLACEAE_R-7_GROUP
4397,CHRISTENSENELLACEAE_R-7_GROUP
4398,RIKENELLACEAE_RC9_GUT_GROUP
4400,PREVOTELLA
4401,LACHNOSPIRACEAE_NC2004_GROUP
4402,LACHNOSPIRACEAE_GENUS
4403,RIKENELLACEAE_RC9_GUT_GROUP
4405,SYNTROPHOCOCCUS
4406,BACTEROIDETES_SB-5_GENUS
4408,ACETIVIBRIO_ETHANOLGIGNENS_GROUP
4410,LACHNOSPIRACEAE_NK4A136_GROUP
4411,RUMINOCOCCACEAE_GENUS
4412,LIMNOCHORDACEAE_GENUS
4413,LACHNOSPIRACEAE_GENUS
4414,RUMINOCOCCACEAE_GENUS
4415,[EUBACTERIUM]_YURII_GROUP
4418,RUMINOCOCCACEAE_GENUS
4420,RIKENELLACEAE_RC9_GUT_GROUP
4421,PROLIXIBACTERACEAE_GENUS
4422,RUMINOCOCCACEAE_GENUS
4423,CHLOROFLEXI_KD4-96_GENUS
4424,LACHNOSPIRACEAE_ND3007_GROUP
4426,AQUASPIRILLUM
4427,ACETITOMACULUM
4428,[EUBACTERIUM]_SAPHENUM_GROUP
4429,LACHNOSPIRACEAE_GENUS
4430,COXIELLA
4431,ARENIMONAS
4432,ALPHAPROTEOBACTERIA_GENUS
4433,RUMINICLOSTRIDIUM
4434,ARCOBACTER
4435,LACHNOSPIRACEAE_UCG-005
4436,ALPHAPROTEOBACTERIA_GENUS
4437,CHLOROBIALES_OPB56_GENUS
4438,COXIELLA
4439,LACHNOSPIRACEAE_GENUS
4440,PREVOTELLA
4441,ROSEIFLEXUS
4444,OSCILLIBACTER
4446,AQUASPIRILLUM
4447,CHTHONIOBACTERALES_GENUS
4448,RUMINICLOSTRIDIUM
4449,LACHNOSPIRACEAE_NK4A136_GROUP
4452,LACHNOSPIRACEAE_AC2044_GROUP
4454,LACHNOSPIRACEAE_GENUS
4456,LACHNOSPIRACEAE_GENUS
4457,SPOROBACTER
4458,[RUMINOCOCCUS]_TORQUES_GROUP
4459,CHROMATIACEAE_GENUS
4460,OSCILLIBACTER
4461,BARNESIELLA
4462,BDELLOVIBRIO
4464,RUMINOCOCCACEAE_GENUS
4465,INTESTINIMONAS
4466,INTESTINIBACTER
4467,PHORMIDIUM
4468,RUMINICLOSTRIDIUM
4471,BACTEROIDETES_VADINHA17_GENUS
4474,RUMINOCOCCUS
4475,BACILLUS
4476,CHROMATIACEAE_GENUS
4477,ECTOTHIORHODOSPIRACEAE_GENUS
4480,FAECALITALEA
4481,PREVOTELLA
4482,DELTAPROTEOBACTERIA_GENUS
4483,ACETITOMACULUM
4484,DELTAPROTEOBACTERIA_GENUS
4485,[EUBACTERIUM]_NODATUM_GROUP
4486,LACHNOSPIRACEAE_GENUS
4488,CHIAYIIVIRGA
4491,RUMINICLOSTRIDIUM
4492,RUMINOCOCCACEAE_GENUS
4493,LACHNOSPIRACEAE_NC2004_GROUP
4494,LACHNOSPIRACEAE_AC2044_GROUP
4495,RUMINOCOCCACEAE_GENUS
4496,LACHNOSPIRACEAE_GENUS
4497,PROLIXIBACTER
4498,RUMINOCOCCACEAE_GENUS
4499,RUMINOCOCCACEAE_GENUS
4500,LACHNOSPIRACEAE_NK3A20_GROUP
4501,TREPONEMA
4502,RUMINOCOCCACEAE_GENUS
4504,RUMINOCOCCUS
4505,LACHNOSPIRACEAE_GENUS
4506,BACTEROIDETES_VADINHA17_GENUS
4507,BDELLOVIBRIO
4508,PARACOCCUS
4509,PHORMIDIUM
4511,RUMINOCOCCACEAE_GENUS
4512,RUMINOCOCCACEAE_GENUS
4514,LACHNOSPIRACEAE_GENUS
4515,RUMINOCOCCACEAE_GENUS
4516,LACHNOSPIRACEAE_NK3A20_GROUP
4517,BARNESIELLA
4518,RUMINOCOCCACEAE_GENUS
4519,RUMINOCOCCUS
4520,SPOROBACTER
4521,LACHNOSPIRACEAE_GENUS
4522,ORIBACTERIUM
4523,RUMINOCOCCACEAE_GENUS
4524,CLOSTRIDIALES_GENUS
4526,SPHAEROCHAETA
4528,LACHNOSPIRACEAE_AC2044_GROUP
4530,CHROMATIALES_GENUS
4531,ACHOLEPLASMA
4532,LACHNOSPIRACEAE_GENUS
4533,LACHNOSPIRACEAE_GENUS
4535,BARNESIELLA
4536,FLAVONIFRACTOR
4537,RUMINOCOCCACEAE_GENUS
4538,SPOROBACTER
4539,LACHNOSPIRACEAE_GENUS
4540,[EUBACTERIUM]_SAPHENUM_GROUP
4542,LACHNOSPIRACEAE_GENUS
4543,ANAEROCOCCUS
4545,LACHNOCLOSTRIDIUM
4546,[EUBACTERIUM]_SAPHENUM_GROUP
4550,ERYSIPELOTHRIX
4551,SPOROBACTER
4552,LACHNOSPIRACEAE_AC2044_GROUP
4553,SYNTROPHOCOCCUS
4554,VERRUCOMICROBIA_WCHB1-41_GENUS
4555,ACIDISPHAERA
4557,THERMOMICROBIA_JG30-KF-CM45_GENUS
4558,SOLITALEA
4559,BEIJERINCKIA
4560,RIKENELLACEAE_RC9_GUT_GROUP
4561,RUMINOCOCCACEAE_GENUS
4562,RUMINOCOCCACEAE_GENUS
4563,RUMINOCOCCACEAE_GENUS
4565,CORYNEBACTERIUM
4566,ANAEROBACTERIUM
4569,RUMINOCOCCACEAE_GENUS
4570,IGNAVIBACTERIALES_PHOS-HE36_GENUS
4571,RUMINOCOCCACEAE_GENUS
4574,ERYSIPELOTHRIX
4575,MOGIBACTERIUM
4576,TREPONEMA
4578,TREPONEMA
4579,RUMINOCOCCACEAE_GENUS
4580,PHOCAEICOLA
4581,RUMINOCOCCACEAE_GENUS
4582,RUMINOCOCCACEAE_GENUS
4583,RUMINOCOCCACEAE_GENUS
4586,RIKENELLACEAE_RC9_GUT_GROUP
4588,[RUMINOCOCCUS]_TORQUES_GROUP
4589,ANAEROBACTERIUM
4591,ANAEROVORAX
4594,SPOROBACTER
4595,IGNAVIBACTERIALES_PHOS-HE36_GENUS
4596,PROLIXIBACTER
4597,ANAEROVORAX
4598,TREPONEMA
4601,RHODOSPIRILLACEAE_GENUS
4602,AEROMICROBIUM
4604,ZIMMERMANNELLA
4606,NITROSPIRA
4607,AQUASPIRILLUM
4608,PAENIBACILLUS
4611,CATENISPHAERA
4612,ARTHROBACTER
4617,SPOROBACTER
4620,LACHNOCLOSTRIDIUM
4622,[EUBACTERIUM]_VENTRIOSUM_GROUP
4623,PLANCTOMYCETES_VADINHA49_GENUS
4624,CETOBACTERIUM
4625,ACIDIPILA
4626,HIRSCHIA
4628,CHROMATIALES_GENUS
4629,COMPETIBACTER
4630,CHROMATIALES_GENUS
4631,CHROMATIALES_GENUS
4634,ECTOTHIORHODOSPIRA
4635,CHROMATIALES_GENUS
4637,ACHOLEPLASMA
4638,ACIDIPILA
4639,MACROCOCCUS
4640,ACIDIPILA
4641,LACHNOSPIRACEAE_GENUS
4642,[EUBACTERIUM]_SAPHENUM_GROUP
4643,[EUBACTERIUM]_XYLANOPHILUM_GROUP
4645,COHNELLA
4646,SYNTROPHOCOCCUS
4647,ANAEROCOCCUS
4648,ANAEROCOCCUS
4650,HELCOCOCCUS
4651,SPOROBACTER
4653,ACHROMOBACTER
4654,ANAEROCOCCUS
4655,CALORAMATOR
4656,SOLOBACTERIUM
4660,ABIOTROPHIA
4666,RUMINOCOCCACEAE_GENUS
4667,LACHNOSPIRACEAE_GENUS
4669,PREVOTELLA
4672,ANAEROCOCCUS
4673,CHRYSEOBACTERIUM
4674,OSCILLIBACTER
